CURRENT_ICD10_LIST,SNOMED_CONCEPT_NAME,SNOMED_CONCEPT_ID,CURATE_METHOD
S06.0X6D,Concussion injury of brain (disorder),110030002,Database
S06.0X3S,Concussion injury of brain (disorder),110030002,Database
S06.0X5A,Concussion injury of brain (disorder),110030002,Database
S06.0X6A,Concussion injury of brain (disorder),110030002,Database
S06.5X0S,Concussion injury of brain (disorder),110030002,Database
S02.109B,S06.6X9A,S06.4X9A,S06.5X9A,Concussion injury of brain (disorder),110030002,Database
S02.109B,S06.2X9A,Concussion injury of brain (disorder),110030002,Database
S06.6X6A,Concussion injury of brain (disorder),110030002,Database
S06.313D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.5X3A,Concussion injury of brain (disorder),110030002,Database
S06.5X2D,Concussion injury of brain (disorder),110030002,Database
S06.0X3A,Concussion injury of brain (disorder),110030002,Database
S06.0X2A,Concussion injury of brain (disorder),110030002,Database
S06.0X5D,Concussion injury of brain (disorder),110030002,Database
S06.0X4D,Concussion injury of brain (disorder),110030002,Database
S02.109A,S06.309A,Concussion injury of brain (disorder),110030002,Database
S06.319S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.319A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.310S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.0X6S,Concussion injury of brain (disorder),110030002,Database
S06.0X4A,Concussion injury of brain (disorder),110030002,Database
S06.0X5S,Concussion injury of brain (disorder),110030002,Database
S06.0X2D,Concussion injury of brain (disorder),110030002,Database
S06.325A,Concussion injury of brain (disorder),110030002,Database
S06.311S,Concussion injury of brain (disorder),110030002,Database
S06.0X3D,Concussion injury of brain (disorder),110030002,Database
S06.389S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.389A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.319D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S02.80XA,S06.6X9A,S06.5X9A,S06.4X9A,Concussion injury of brain (disorder),110030002,Database
S02.80XB,S06.6X9A,S06.5X9A,S06.4X9A,Concussion injury of brain (disorder),110030002,Database
S06.320A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.304A,Concussion injury of brain (disorder),110030002,Database
S06.311D,S01.90XD,Concussion injury of brain (disorder),110030002,Database
S06.324S,S01.90XS,Concussion injury of brain (disorder),110030002,Database
S06.312A,S01.90XA,Concussion injury of brain (disorder),110030002,Database
S06.316D,Concussion injury of brain (disorder),110030002,Database
S06.336D,Concussion injury of brain (disorder),110030002,Database
S02.91XB,S06.6X9A,S06.5X9A,S06.4X9A,Concussion injury of brain (disorder),110030002,Database
S02.0XXA,S06.339A,Concussion injury of brain (disorder),110030002,Database
S06.313A,Concussion injury of brain (disorder),110030002,Database
S06.2X1D,Concussion injury of brain (disorder),110030002,Database
S06.2X7D,Concussion injury of brain (disorder),110030002,Database
S06.2X0A,Concussion injury of brain (disorder),110030002,Database
S06.2X4A,Concussion injury of brain (disorder),110030002,Database
S06.2X1S,Concussion injury of brain (disorder),110030002,Database
S06.2X3D,Concussion injury of brain (disorder),110030002,Database
S06.2X2S,Concussion injury of brain (disorder),110030002,Database
S06.2X3A,Concussion injury of brain (disorder),110030002,Database
S06.2X0S,Concussion injury of brain (disorder),110030002,Database
S06.0X7A,Concussion injury of brain (disorder),110030002,Database
S06.2X4S,Concussion injury of brain (disorder),110030002,Database
S06.4X7D,Concussion injury of brain (disorder),110030002,Database
S06.2X4D,Concussion injury of brain (disorder),110030002,Database
S06.2X2D,Concussion injury of brain (disorder),110030002,Database
S06.337A,Concussion injury of brain (disorder),110030002,Database
S06.326A,Concussion injury of brain (disorder),110030002,Database
F32.9,Major depressive disorder (disorder),370143000,Database
F33.9,Major depressive disorder (disorder),370143000,Database
F34.1,Major depressive disorder (disorder),370143000,Database
E03.4,Idiopathic atrophic hypothyroidism (disorder),83664006,Database
G30.0,F02.80,Familial Alzheimer's disease of early onset (disorder),230265002,Database
S83.207S,Tear of meniscus of knee (disorder),239720000,Database
S83.205A,Tear of meniscus of knee (disorder),239720000,Database
S83.207D,Tear of meniscus of knee (disorder),239720000,Database
S83.206S,Tear of meniscus of knee (disorder),239720000,Database
S83.206A,Tear of meniscus of knee (disorder),239720000,Database
S83.207A,Tear of meniscus of knee (disorder),239720000,Database
S83.209S,Tear of meniscus of knee (disorder),239720000,Database
S83.207D,S83.512D,Tear of meniscus of knee (disorder),239720000,Database
S83.204A,Tear of meniscus of knee (disorder),239720000,Database
S83.202A,Tear of meniscus of knee (disorder),239720000,Database
S83.209A,Tear of meniscus of knee (disorder),239720000,Database
M23.306,Tear of meniscus of knee (disorder),239720000,Database
S83.209D,Tear of meniscus of knee (disorder),239720000,Database
M23.307,Tear of meniscus of knee (disorder),239720000,Database
S83.206D,Tear of meniscus of knee (disorder),239720000,Database
S83.206A,S83.511A,Tear of meniscus of knee (disorder),239720000,Database
S83.207S,S83.512S,Tear of meniscus of knee (disorder),239720000,Database
S83.207A,S83.512A,Tear of meniscus of knee (disorder),239720000,Database
S83.203S,Tear of meniscus of knee (disorder),239720000,Database
S83.204S,Tear of meniscus of knee (disorder),239720000,Database
S83.203A,Tear of meniscus of knee (disorder),239720000,Database
S83.205D,Tear of meniscus of knee (disorder),239720000,Database
S83.205S,Tear of meniscus of knee (disorder),239720000,Database
S83.203D,Tear of meniscus of knee (disorder),239720000,Database
S83.204D,Tear of meniscus of knee (disorder),239720000,Database
S83.202S,Tear of meniscus of knee (disorder),239720000,Database
S83.202D,Tear of meniscus of knee (disorder),239720000,Database
S83.209A,S83.519A,Tear of meniscus of knee (disorder),239720000,Database
M23.309,Tear of meniscus of knee (disorder),239720000,Database
A28.9,Bacterial infectious disease (disorder),87628006,Database
A49.9,Bacterial infectious disease (disorder),87628006,Database
A48.8,Bacterial infectious disease (disorder),87628006,Database
L08.9,Bacterial infectious disease (disorder),87628006,Database
A28.8,Bacterial infectious disease (disorder),87628006,Database
B96.89,Bacterial infectious disease (disorder),87628006,Database
M60.019,B96.89,Bacterial infectious disease (disorder),87628006,Database
A49.8,Bacterial infectious disease (disorder),87628006,Database
A77.49,Bacterial infectious disease (disorder),87628006,Database
B96.8,Bacterial infectious disease (disorder),87628006,Database
H83.03,B96.89,Bacterial infectious disease (disorder),87628006,Database
A48,Bacterial infectious disease (disorder),87628006,Database
A28,Bacterial infectious disease (disorder),87628006,Database
L08.9,A49.9,Bacterial infectious disease (disorder),87628006,Database
E11.29,R80.9,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Database
E08.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E09.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
I13.0,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
I12.9,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
I13.10,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E09.22,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E08.65,E08.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,E13.65,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E09.22,E09.65,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,E13.65,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E09.22,E09.65,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,E11.65,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E10.22,N18.2,E10.65,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,N18.2,E11.65,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,N18.2,E13.65,Chronic kidney disease stage 2 (disorder),431856006,Database
N17.2,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
N17.0,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
N17.1,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
N17.9,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,E11.65,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E10.22,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E10.22,E10.65,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E10.22,I12.9,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,I12.9,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E13.22,I12.9,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
N17.8,N18.2,Chronic kidney disease stage 2 (disorder),431856006,Database
E11.22,N18.2,E11.21,Chronic kidney disease stage 2 (disorder),431856006,Database
E08.22,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
E08.65,E08.22,N18.2,Z79.4,Chronic kidney disease stage 2 (disorder),431856006,Database
G80.9,Cerebral palsy (disorder),128188000,Database
G80.8,Cerebral palsy (disorder),128188000,Database
G80.1,Cerebral palsy (disorder),128188000,Database
Z82.0,Cerebral palsy (disorder),128188000,Database
G80,Cerebral palsy (disorder),128188000,Database
A50.49,Cerebral palsy (disorder),128188000,Database
R19.7,Protracted diarrhea (finding),236077008,Database
K62.5,Bleeding from anus (disorder),6072007,Database
E11.311,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.311,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3219,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3512,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.311,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3212,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3412,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3212,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3413,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3411,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.311,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3211,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3511,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3312,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3419,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3319,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3219,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3313,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3513,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3513,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3313,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3311,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3213,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3412,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3511,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3413,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3311,E11.65,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3411,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3211,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3213,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3312,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
E11.3512,E11.65,Z79.4,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Database
M62.838,Spasticity (finding),221360009,Database
I61.9,G81.12,Spasticity (finding),221360009,Database
I61.9,G81.14,Spasticity (finding),221360009,Database
I61.9,G81.13,Spasticity (finding),221360009,Database
I60.9,G81.11,Spasticity (finding),221360009,Database
I60.9,G81.14,Spasticity (finding),221360009,Database
I60.9,G81.12,Spasticity (finding),221360009,Database
I67.89,G81.13,Spasticity (finding),221360009,Database
I67.89,G81.11,Spasticity (finding),221360009,Database
I67.89,G81.14,Spasticity (finding),221360009,Database
I67.89,G81.12,Spasticity (finding),221360009,Database
I61.9,G81.11,Spasticity (finding),221360009,Database
I60.9,G81.13,Spasticity (finding),221360009,Database
Q02,E87.0,Q04.9,R25.2,Spasticity (finding),221360009,Database
R25.2,Spasticity (finding),221360009,Database
G31.9,F02.80,R27.0,R25.2,Spasticity (finding),221360009,Database
M62.40,Spasticity (finding),221360009,Database
G11.4,Spasticity (finding),221360009,Database
K80.20,Gallbladder calculus (disorder),235919008,Database
O99.619,K80.20,Gallbladder calculus (disorder),235919008,Database
K80.70,Gallbladder calculus (disorder),235919008,Database
O99.612,K80.20,Gallbladder calculus (disorder),235919008,Database
O99.613,K80.20,Gallbladder calculus (disorder),235919008,Database
O99.611,K80.20,Gallbladder calculus (disorder),235919008,Database
K80.20,R10.11,Gallbladder calculus (disorder),235919008,Database
K80.2,Gallbladder calculus (disorder),235919008,Database
K80.81,Gallbladder calculus (disorder),235919008,Database
K91.86,Gallbladder calculus (disorder),235919008,Database
K80.62,Acute cholecystitis (disorder),65275009,Database
K80.63,Acute cholecystitis (disorder),65275009,Database
K81.0,Acute cholecystitis (disorder),65275009,Database
K21.9,Gastroesophageal reflux disease (disorder),235595009,Database
K21.9,K22.2,Gastroesophageal reflux disease (disorder),235595009,Database
O99.619,K21.9,Gastroesophageal reflux disease (disorder),235595009,Database
O99.611,K21.9,Gastroesophageal reflux disease (disorder),235595009,Database
O99.613,K21.9,Gastroesophageal reflux disease (disorder),235595009,Database
O99.612,K21.9,Gastroesophageal reflux disease (disorder),235595009,Database
P78.83,Gastroesophageal reflux disease (disorder),235595009,Database
K21.9,R07.9,Gastroesophageal reflux disease (disorder),235595009,Database
K21,Gastroesophageal reflux disease (disorder),235595009,Database
M79.7,Primary fibromyalgia syndrome (disorder),95417003,Database
C18.9,C79.89,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.2,Primary malignant neoplasm of colon (disorder),93761005,Database
C49.A4,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.8,C77.2,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.1,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.5,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C78.6,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.8,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C79.51,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.4,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C79.70,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C78.00,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C78.7,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C79.9,Primary malignant neoplasm of colon (disorder),93761005,Database
D01.0,Primary malignant neoplasm of colon (disorder),93761005,Database
C18.9,C77.9,Primary malignant neoplasm of colon (disorder),93761005,Database
M06.251,Rheumatoid arthritis (disorder),69896004,Database
I30.9,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M06.9,Rheumatoid arthritis (disorder),69896004,Database
M14.60,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M06.88,Rheumatoid arthritis (disorder),69896004,Database
M06.252,Rheumatoid arthritis (disorder),69896004,Database
M65.839,Rheumatoid arthritis (disorder),69896004,Database
M05.69,Rheumatoid arthritis (disorder),69896004,Database
M05.60,Rheumatoid arthritis (disorder),69896004,Database
M06.80,Rheumatoid arthritis (disorder),69896004,Database
M06.00,Rheumatoid arthritis (disorder),69896004,Database
M05.80,Rheumatoid arthritis (disorder),69896004,Database
M05.10,M05.20,Rheumatoid arthritis (disorder),69896004,Database
I31.0,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M05.30,Rheumatoid arthritis (disorder),69896004,Database
I31.9,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M06.4,Rheumatoid arthritis (disorder),69896004,Database
M06.9,M33.29,Rheumatoid arthritis (disorder),69896004,Database
M05.70,Rheumatoid arthritis (disorder),69896004,Database
M05.50,Rheumatoid arthritis (disorder),69896004,Database
M06.30,Rheumatoid arthritis (disorder),69896004,Database
O99.891,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M79.0,R23.9,Rheumatoid arthritis (disorder),69896004,Database
M06.8A,Rheumatoid arthritis (disorder),69896004,Database
M06.0A,Rheumatoid arthritis (disorder),69896004,Database
M05.8A,Rheumatoid arthritis (disorder),69896004,Database
M05.7A,Rheumatoid arthritis (disorder),69896004,Database
M45.9,Rheumatoid arthritis (disorder),69896004,Database
M24.321,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M24.322,M06.9,Rheumatoid arthritis (disorder),69896004,Database
M05.6,Rheumatoid arthritis (disorder),69896004,Database
M06,Rheumatoid arthritis (disorder),69896004,Database
M06.8,Rheumatoid arthritis (disorder),69896004,Database
M05.169,Rheumatoid arthritis (disorder),69896004,Database
M05.8,Rheumatoid arthritis (disorder),69896004,Database
M05.129,Rheumatoid arthritis (disorder),69896004,Database
C79.9,C61,Metastasis from malignant tumor of prostate (disorder),314994000,Database
C61,Z19.2,Metastasis from malignant tumor of prostate (disorder),314994000,Database
C61,Z19.2,Z92.21,Metastasis from malignant tumor of prostate (disorder),314994000,Database
C61,Z19.1,Metastasis from malignant tumor of prostate (disorder),314994000,Database
C61,Metastasis from malignant tumor of prostate (disorder),314994000,Database
E11.3519,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3549,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3592,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,Z79.4,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,Z79.4,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,E11.39,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3591,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3592,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3591,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.351,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3539,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3553,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3522,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3532,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3531,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3543,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3521,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3523,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3533,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3559,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3559,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3529,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,E11.39,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3549,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3511,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3512,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3539,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3521,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3512,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3529,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3543,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3533,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3592,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3541,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3532,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3591,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3543,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3541,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3529,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3511,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3523,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,E11.39,H42,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,H43.10,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,H54.7,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,H43.10,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,H54.7,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,H54.2X11,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3552,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,H35.049,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3519,E11.39,H42,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3551,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,H54.0X55,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,H54.2X11,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3542,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,H35.049,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3542,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3551,E11.3511,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,H42,E11.39,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3512,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3593,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3533,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3522,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3592,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3543,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3531,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3521,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3521,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3522,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3532,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3523,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3541,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3541,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3531,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3511,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3542,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3533,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3591,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3532,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
