icd10_code,description,snomed_concept_id,snomed_concept_name
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H42,Glaucoma in diseases classified elsewhere,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H43.10,"Vitreous hemorrhage, unspecified eye",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.7,Unspecified visual loss,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H43.10,"Vitreous hemorrhage, unspecified eye",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.7,Unspecified visual loss,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.2X11,"Low vision right eye category 1, low vision left eye category 1",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H35.049,"Retinal micro-aneurysms, unspecified, unspecified eye",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H42,Glaucoma in diseases classified elsewhere,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.0X55,"Blindness right eye category 5, blindness left eye category 5",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.2X11,"Low vision right eye category 1, low vision left eye category 1",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H35.049,"Retinal micro-aneurysms, unspecified, unspecified eye",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H42,Glaucoma in diseases classified elsewhere,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.35,Type 2 diabetes mellitus with proliferative diabetic retinopathy,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.10,"Blindness, one eye, low vision other eye, unspecified eyes",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
H54.0X55,"Blindness right eye category 5, blindness left eye category 5",1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
Z79.4,Long term (current) use of insulin,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
O03.81,Shock following complete or unspecified spontaneous abortion,27942005,Shock (disorder)
O03.31,Shock following incomplete spontaneous abortion,27942005,Shock (disorder)
R57.9,"Shock, unspecified",27942005,Shock (disorder)
R57.0,Cardiogenic shock,27942005,Shock (disorder)
O08.3,Shock following ectopic and molar pregnancy,27942005,Shock (disorder)
R57.8,Other shock,27942005,Shock (disorder)
T31.99,Burns involving 90% or more of body surface with 90% or more third degree burns,403192003,Full thickness burn (disorder)
T31.96,Burns involving 90% or more of body surface with 60-69% third degree burns,403192003,Full thickness burn (disorder)
T31.94,Burns involving 90% or more of body surface with 40-49% third degree burns,403192003,Full thickness burn (disorder)
T31.97,Burns involving 90% or more of body surface with 70-79% third degree burns,403192003,Full thickness burn (disorder)
T31.98,Burns involving 90% or more of body surface with 80-89% third degree burns,403192003,Full thickness burn (disorder)
T31.93,Burns involving 90% or more of body surface with 30-39% third degree burns,403192003,Full thickness burn (disorder)
T31.95,Burns involving 90% or more of body surface with 50-59% third degree burns,403192003,Full thickness burn (disorder)
T31.11,Burns involving 10-19% of body surface with 10-19% third degree burns,403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
T31.30,Burns involving 30-39% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.80,Burns involving 80-89% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.60,Burns involving 60-69% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T30.0,"Burn of unspecified body region, unspecified degree",403192003,Full thickness burn (disorder)
T31.10,Burns involving 10-19% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.50,Burns involving 50-59% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.40,Burns involving 40-49% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T30.0,"Burn of unspecified body region, unspecified degree",403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
T31.92,Burns involving 90% or more of body surface with 20-29% third degree burns,403192003,Full thickness burn (disorder)
T31.91,Burns involving 90% or more of body surface with 10-19% third degree burns,403192003,Full thickness burn (disorder)
T30.4,"Corrosion of unspecified body region, unspecified degree",403192003,Full thickness burn (disorder)
T31.0,Burns involving less than 10% of body surface,403192003,Full thickness burn (disorder)
L08.9,"Local infection of the skin and subcutaneous tissue, unspecified",403192003,Full thickness burn (disorder)
T31.20,Burns involving 20-29% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T32.10,Corrosions involving 10-19% of body surface with 0% to 9% third degree corrosion,403192003,Full thickness burn (disorder)
T32.0,Corrosions involving less than 10% of body surface,403192003,Full thickness burn (disorder)
T32.11,Corrosions involving 10-19% of body surface with 10-19% third degree corrosion,403192003,Full thickness burn (disorder)
T31.90,Burns involving 90% or more of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.70,Burns involving 70-79% of body surface with 0% to 9% third degree burns,403192003,Full thickness burn (disorder)
T31.2,Burns involving 20-29% of body surface,403192003,Full thickness burn (disorder)
T31.3,Burns involving 30-39% of body surface,403192003,Full thickness burn (disorder)
T31.4,Burns involving 40-49% of body surface,403192003,Full thickness burn (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q87.19,Other congenital malformation syndromes predominantly associated with short stature,110359009,Intellectual disability (disorder)
G83.9,"Paralytic syndrome, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H40.9,Unspecified glaucoma,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q99.2,Fragile X chromosome,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
G11.9,"Hereditary ataxia, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R42,Dizziness and giddiness,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
E03.9,"Hypothyroidism, unspecified",110359009,Intellectual disability (disorder)
Q69.9,"Polydactyly, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.0,Craniosynostosis,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q24.9,"Congenital malformation of heart, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
E83.09,Other disorders of copper metabolism,110359009,Intellectual disability (disorder)
E78.6,Lipoprotein deficiency,110359009,Intellectual disability (disorder)
E34.3,Short stature due to endocrine disorder,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q15.9,"Congenital malformation of eye, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H18.609,"Keratoconus, unspecified, unspecified eye",110359009,Intellectual disability (disorder)
I45.5,Other specified heart block,110359009,Intellectual disability (disorder)
R56.00,Simple febrile convulsions,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q78.9,"Osteochondrodysplasia, unspecified",110359009,Intellectual disability (disorder)
H49.20,"Sixth [abducent] nerve palsy, unspecified eye",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R29.898,Other symptoms and signs involving the musculoskeletal system,110359009,Intellectual disability (disorder)
L81.9,"Disorder of pigmentation, unspecified",110359009,Intellectual disability (disorder)
E72.9,"Disorder of amino-acid metabolism, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
M81.8,Other osteoporosis without current pathological fracture,110359009,Intellectual disability (disorder)
E87.2,Acidosis,110359009,Intellectual disability (disorder)
E34.3,Short stature due to endocrine disorder,110359009,Intellectual disability (disorder)
G71.00,"Muscular dystrophy, unspecified",110359009,Intellectual disability (disorder)
L81.6,Other disorders of diminished melanin formation,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
L65.9,"Nonscarring hair loss, unspecified",110359009,Intellectual disability (disorder)
E20.9,"Hypoparathyroidism, unspecified",110359009,Intellectual disability (disorder)
R62.52,Short stature (child),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.0,Craniosynostosis,110359009,Intellectual disability (disorder)
H02.409,Unspecified ptosis of unspecified eyelid,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H35.53,Other dystrophies primarily involving the sensory retina,110359009,Intellectual disability (disorder)
Q04.3,Other reduction deformities of brain,110359009,Intellectual disability (disorder)
Q89.7,"Multiple congenital malformations, not elsewhere classified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.3,Macrocephaly,110359009,Intellectual disability (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
F07.0,Personality change due to known physiological condition,110359009,Intellectual disability (disorder)
F78,Other intellectual disabilities,110359009,Intellectual disability (disorder)
H35.52,Pigmentary retinal dystrophy,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
Q84.2,Other congenital malformations of hair,110359009,Intellectual disability (disorder)
E34.3,Short stature due to endocrine disorder,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H35.459,"Secondary pigmentary degeneration, unspecified eye",110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",110359009,Intellectual disability (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",110359009,Intellectual disability (disorder)
Q68.8,Other specified congenital musculoskeletal deformities,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R56.9,Unspecified convulsions,110359009,Intellectual disability (disorder)
Q73.8,Other reduction defects of unspecified limb(s),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
H35.52,Pigmentary retinal dystrophy,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
H49.30,"Total (external) ophthalmoplegia, unspecified eye",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
K14.5,Plicated tongue,110359009,Intellectual disability (disorder)
Q24.0,Dextrocardia,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q11.2,Microphthalmos,110359009,Intellectual disability (disorder)
Q35.9,"Cleft palate, unspecified",110359009,Intellectual disability (disorder)
Q53.9,"Undescended testicle, unspecified",110359009,Intellectual disability (disorder)
Q68.1,Congenital deformity of finger(s) and hand,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q82.4,Ectodermal dysplasia (anhidrotic),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q70.9,"Syndactyly, unspecified",110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
Q04.8,Other specified congenital malformations of brain,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q25.6,Stenosis of pulmonary artery,110359009,Intellectual disability (disorder)
Q43.5,Ectopic anus,110359009,Intellectual disability (disorder)
L68.0,Hirsutism,110359009,Intellectual disability (disorder)
Q78.9,"Osteochondrodysplasia, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q74.1,Congenital malformation of knee,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q82.4,Ectodermal dysplasia (anhidrotic),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q07.9,"Congenital malformation of nervous system, unspecified",110359009,Intellectual disability (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q30.8,Other congenital malformations of nose,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
Q68.8,Other specified congenital musculoskeletal deformities,110359009,Intellectual disability (disorder)
E23.0,Hypopituitarism,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",110359009,Intellectual disability (disorder)
H50.89,Other specified strabismus,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
F84.0,Autistic disorder,110359009,Intellectual disability (disorder)
Q24.8,Other specified congenital malformations of heart,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R62.52,Short stature (child),110359009,Intellectual disability (disorder)
Q02,Microcephaly,110359009,Intellectual disability (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R25.8,Other abnormal involuntary movements,110359009,Intellectual disability (disorder)
Q11.2,Microphthalmos,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q11.1,Other anophthalmos,110359009,Intellectual disability (disorder)
Q75.0,Craniosynostosis,110359009,Intellectual disability (disorder)
R56.9,Unspecified convulsions,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q84.2,Other congenital malformations of hair,110359009,Intellectual disability (disorder)
Q04.8,Other specified congenital malformations of brain,110359009,Intellectual disability (disorder)
G12.29,Other motor neuron disease,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
L65.9,"Nonscarring hair loss, unspecified",110359009,Intellectual disability (disorder)
H02.409,Unspecified ptosis of unspecified eyelid,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q02,Microcephaly,110359009,Intellectual disability (disorder)
L65.9,"Nonscarring hair loss, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R56.9,Unspecified convulsions,110359009,Intellectual disability (disorder)
G72.9,"Myopathy, unspecified",110359009,Intellectual disability (disorder)
