id,icd_code,icd_description,snomed,snomed_concept_name
807,K51.412,Inflammatory polyps of colon with intestinal obstruction,68496003,Polyp of colon (disorder)
808,K51.40,Inflammatory polyps of colon without complications,68496003,Polyp of colon (disorder)
809,K51.414,Inflammatory polyps of colon with abscess,68496003,Polyp of colon (disorder)
810,K51.419,Inflammatory polyps of colon with unspecified complications,68496003,Polyp of colon (disorder)
811,K51.413,Inflammatory polyps of colon with fistula,68496003,Polyp of colon (disorder)
812,S98.919,"Complete traumatic amputation of unspecified foot, level unspecified",429280009,History of amputation of foot (situation)
813,Z89.449,Acquired absence of unspecified ankle,429280009,History of amputation of foot (situation)
814,Z89.431,Acquired absence of right foot,429280009,History of amputation of foot (situation)
815,Z89.432,Acquired absence of left foot,429280009,History of amputation of foot (situation)
816,Z89.43,Acquired absence of foot,429280009,History of amputation of foot (situation)
817,Z89.429,"Acquired absence of other toe(s), unspecified side",429280009,History of amputation of foot (situation)
818,Z89.439,Acquired absence of unspecified foot,429280009,History of amputation of foot (situation)
819,S98.911,"Complete traumatic amputation of right foot, level unspecified",429280009,History of amputation of foot (situation)
819,S98.912,"Complete traumatic amputation of left foot, level unspecified",429280009,History of amputation of foot (situation)
820,Q67.5,Congenital deformity of spine,76916001,Spina bifida occulta (disorder)
821,Q76.0,Spina bifida occulta,76916001,Spina bifida occulta (disorder)
822,R68.83,Chills (without fever),43724002,Chill (finding)
823,E78.1,Pure hyperglyceridemia,55822004,Hyperlipidemia (disorder)
824,E78.3,Hyperchylomicronemia,55822004,Hyperlipidemia (disorder)
825,E78.5,"Hyperlipidemia, unspecified",55822004,Hyperlipidemia (disorder)
826,E78.4,Other hyperlipidemia,55822004,Hyperlipidemia (disorder)
827,E78.49,Other hyperlipidemia,55822004,Hyperlipidemia (disorder)
828,R79.89,Other specified abnormal findings of blood chemistry,55822004,Hyperlipidemia (disorder)
829,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",68566005,Urinary tract infectious disease (disorder)
830,Z87.440,Personal history of urinary (tract) infections,68566005,Urinary tract infectious disease (disorder)
831,N39.0,"Urinary tract infection, site not specified",68566005,Urinary tract infectious disease (disorder)
832,O99.820,Streptococcus B carrier state complicating pregnancy,68566005,Urinary tract infectious disease (disorder)
833,O03.88,Urinary tract infection following complete or unspecified spontaneous abortion,68566005,Urinary tract infectious disease (disorder)
834,N99.521,Infection of incontinent external stoma of urinary tract,68566005,Urinary tract infectious disease (disorder)
835,J02.9,"Acute pharyngitis, unspecified",267102003,Sore throat symptom (finding)
836,M79.11,Myalgia of mastication muscle,68962001,Muscle pain (finding)
837,M79.1,Myalgia,68962001,Muscle pain (finding)
838,M79.12,"Myalgia of auxiliary muscles, head and neck",68962001,Muscle pain (finding)
839,M79.7,Fibromyalgia,68962001,Muscle pain (finding)
840,M54.2,Cervicalgia,68962001,Muscle pain (finding)
841,T14.8,Other injury of unspecified body region,68962001,Muscle pain (finding)
842,M79.18,"Myalgia, other site",68962001,Muscle pain (finding)
843,M79.10,"Myalgia, unspecified site",68962001,Muscle pain (finding)
844,L89,Pressure ulcer,399912005,Pressure ulcer (disorder)
845,L98.491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,399912005,Pressure ulcer (disorder)
846,L98.492,Non-pressure chronic ulcer of skin of other sites with fat layer exposed,399912005,Pressure ulcer (disorder)
847,L98.493,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle,399912005,Pressure ulcer (disorder)
848,L98.494,Non-pressure chronic ulcer of skin of other sites with necrosis of bone,399912005,Pressure ulcer (disorder)
849,S88.112,"Complete traumatic amputation at level between knee and ankle, left lower leg",161622006,History of lower limb amputation (situation)
850,S88.111,"Complete traumatic amputation at level between knee and ankle, right lower leg",161622006,History of lower limb amputation (situation)
851,Z89.612,Acquired absence of left leg above knee,161622006,History of lower limb amputation (situation)
852,Z89.611,Acquired absence of right leg above knee,161622006,History of lower limb amputation (situation)
853,Z89.619,Acquired absence of unspecified leg above knee,161622006,History of lower limb amputation (situation)
854,Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",230745008,Hydrocephalus (disorder)
855,Q05.3,Sacral spina bifida with hydrocephalus,230745008,Hydrocephalus (disorder)
856,Q05.1,Thoracic spina bifida with hydrocephalus,230745008,Hydrocephalus (disorder)
857,Q05.0,Cervical spina bifida with hydrocephalus,230745008,Hydrocephalus (disorder)
858,Q05.2,Lumbar spina bifida with hydrocephalus,230745008,Hydrocephalus (disorder)
859,G91,Hydrocephalus,230745008,Hydrocephalus (disorder)
860,Q03.9,"Congenital hydrocephalus, unspecified",230745008,Hydrocephalus (disorder)
861,A17.89,Other tuberculosis of nervous system,230745008,Hydrocephalus (disorder)
862,E84,Cystic fibrosis,190905008,Cystic fibrosis (disorder)
863,I97.811,Intraoperative cerebrovascular infarction during other surgery,230690007,Cerebrovascular accident (disorder)
864,I69.393,Ataxia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
865,I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
866,I63.513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,230690007,Cerebrovascular accident (disorder)
867,I63.523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,230690007,Cerebrovascular accident (disorder)
868,I63.29,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,230690007,Cerebrovascular accident (disorder)
869,I63.89,Other cerebral infarction,230690007,Cerebrovascular accident (disorder)
870,I63.59,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,230690007,Cerebrovascular accident (disorder)
871,Z78.9,Other specified health status,230690007,Cerebrovascular accident (disorder)
872,I63.533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,230690007,Cerebrovascular accident (disorder)
873,I63.543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,230690007,Cerebrovascular accident (disorder)
874,I63.219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,230690007,Cerebrovascular accident (disorder)
875,Z86.73,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",230690007,Cerebrovascular accident (disorder)
876,I60.7,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,230690007,Cerebrovascular accident (disorder)
877,I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,230690007,Cerebrovascular accident (disorder)
878,I63.239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,230690007,Cerebrovascular accident (disorder)
879,I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
880,I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
881,I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,230690007,Cerebrovascular accident (disorder)
882,I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",230690007,Cerebrovascular accident (disorder)
883,I63.539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
884,I63.22,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,230690007,Cerebrovascular accident (disorder)
885,I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,230690007,Cerebrovascular accident (disorder)
886,I63.519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,230690007,Cerebrovascular accident (disorder)
887,I63.541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,230690007,Cerebrovascular accident (disorder)
888,I63.521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
889,I63.20,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,230690007,Cerebrovascular accident (disorder)
890,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",230690007,Cerebrovascular accident (disorder)
891,I63.213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,230690007,Cerebrovascular accident (disorder)
892,I69.391,Dysphagia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
893,I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
894,I69.349,Monoplegia of lower limb following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
895,I69.339,Monoplegia of upper limb following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
896,I69.319,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,230690007,Cerebrovascular accident (disorder)
897,I97.810,Intraoperative cerebrovascular infarction during cardiac surgery,230690007,Cerebrovascular accident (disorder)
898,I69.30,Unspecified sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
899,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",230690007,Cerebrovascular accident (disorder)
900,I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,230690007,Cerebrovascular accident (disorder)
901,I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,230690007,Cerebrovascular accident (disorder)
902,I69.322,Dysarthria following cerebral infarction,230690007,Cerebrovascular accident (disorder)
903,I69.320,Aphasia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
904,I69.321,Dysphasia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
905,I69.359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
906,I69.392,Facial weakness following cerebral infarction,230690007,Cerebrovascular accident (disorder)
907,I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
908,I63.81,Other cerebral infarction due to occlusion or stenosis of small artery,230690007,Cerebrovascular accident (disorder)
909,H53.469,"Homonymous bilateral field defects, unspecified side",230690007,Cerebrovascular accident (disorder)
909,I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
910,H53.9,Unspecified visual disturbance,230690007,Cerebrovascular accident (disorder)
910,I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
911,I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
911,R20.9,Unspecified disturbances of skin sensation,230690007,Cerebrovascular accident (disorder)
912,M05.69,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,69896004,Rheumatoid arthritis (disorder)
913,M65.839,"Other synovitis and tenosynovitis, unspecified forearm",69896004,Rheumatoid arthritis (disorder)
914,M05.60,Rheumatoid arthritis of unspecified site with involvement of other organs and systems,69896004,Rheumatoid arthritis (disorder)
915,M05.30,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,69896004,Rheumatoid arthritis (disorder)
916,M05.80,Other rheumatoid arthritis with rheumatoid factor of unspecified site,69896004,Rheumatoid arthritis (disorder)
917,M05.70,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,69896004,Rheumatoid arthritis (disorder)
918,M05.50,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,69896004,Rheumatoid arthritis (disorder)
919,M05.6,Rheumatoid arthritis with involvement of other organs and systems,69896004,Rheumatoid arthritis (disorder)
920,M06,Other rheumatoid arthritis,69896004,Rheumatoid arthritis (disorder)
921,M05.129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,69896004,Rheumatoid arthritis (disorder)
922,M05.8,Other rheumatoid arthritis with rheumatoid factor,69896004,Rheumatoid arthritis (disorder)
923,M05.169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,69896004,Rheumatoid arthritis (disorder)
924,M05.7,Rheumatoid arthritis with rheumatoid factor without organ or systems involvement,69896004,Rheumatoid arthritis (disorder)
925,M45.9,Ankylosing spondylitis of unspecified sites in spine,69896004,Rheumatoid arthritis (disorder)
926,M79.0,"Rheumatism, unspecified",69896004,Rheumatoid arthritis (disorder)
926,R23.9,Unspecified skin changes,69896004,Rheumatoid arthritis (disorder)
927,M05.10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,69896004,Rheumatoid arthritis (disorder)
927,M05.20,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,69896004,Rheumatoid arthritis (disorder)
928,G89.29,Other chronic pain,82423001,Chronic pain (finding)
929,M25.562,Pain in left knee,82423001,Chronic pain (finding)
930,M25.561,Pain in right knee,82423001,Chronic pain (finding)
931,S39.012,"Strain of muscle, fascia and tendon of lower back",82423001,Chronic pain (finding)
932,G89.3,Neoplasm related pain (acute) (chronic),82423001,Chronic pain (finding)
933,M25.569,Pain in unspecified knee,82423001,Chronic pain (finding)
934,G89.4,Chronic pain syndrome,82423001,Chronic pain (finding)
935,S58.011,"Complete traumatic amputation at elbow level, right arm",161621004,History of upper limb amputation (situation)
936,S58.012,"Complete traumatic amputation at elbow level, left arm",161621004,History of upper limb amputation (situation)
937,Z89.202,"Acquired absence of left upper limb, unspecified level",161621004,History of upper limb amputation (situation)
938,S48.919,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified",161621004,History of upper limb amputation (situation)
939,S48.912,"Complete traumatic amputation of left shoulder and upper arm, level unspecified",161621004,History of upper limb amputation (situation)
940,S58.119,"Complete traumatic amputation at level between elbow and wrist, unspecified arm",161621004,History of upper limb amputation (situation)
941,S58.019,"Complete traumatic amputation at elbow level, unspecified arm",161621004,History of upper limb amputation (situation)
942,Z89.209,"Acquired absence of unspecified upper limb, unspecified level",161621004,History of upper limb amputation (situation)
943,T87.50,"Necrosis of amputation stump, unspecified extremity",161621004,History of upper limb amputation (situation)
944,T87.30,"Neuroma of amputation stump, unspecified extremity",161621004,History of upper limb amputation (situation)
945,S48.911,"Complete traumatic amputation of right shoulder and upper arm, level unspecified",161621004,History of upper limb amputation (situation)
946,Z89.221,Acquired absence of right upper limb above elbow,161621004,History of upper limb amputation (situation)
947,Z89.201,"Acquired absence of right upper limb, unspecified level",161621004,History of upper limb amputation (situation)
948,S48.119,Complete traumatic amputation at level between unspecified shoulder and elbow,161621004,History of upper limb amputation (situation)
949,Z89.9,"Acquired absence of limb, unspecified",161621004,History of upper limb amputation (situation)
950,Z89.112,Acquired absence of left hand,161621004,History of upper limb amputation (situation)
951,Z89.222,Acquired absence of left upper limb above elbow,161621004,History of upper limb amputation (situation)
952,Z89.239,Acquired absence of unspecified shoulder,161621004,History of upper limb amputation (situation)
953,Z89.219,Acquired absence of unspecified upper limb below elbow,161621004,History of upper limb amputation (situation)
954,Z89.229,Acquired absence of unspecified upper limb above elbow,161621004,History of upper limb amputation (situation)
955,J45.909,"Unspecified asthma, uncomplicated",10509002,Acute bronchitis (disorder)
956,J45.21,Mild intermittent asthma with (acute) exacerbation,10509002,Acute bronchitis (disorder)
957,J20,Acute bronchitis,10509002,Acute bronchitis (disorder)
958,J44.0,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,10509002,Acute bronchitis (disorder)
959,J20.8,Acute bronchitis due to other specified organisms,10509002,Acute bronchitis (disorder)
959,B97.81,Human metapneumovirus as the cause of diseases classified elsewhere,10509002,Acute bronchitis (disorder)
960,K21,Gastro-esophageal reflux disease,235595009,Gastroesophageal reflux disease (disorder)
961,P78.83,Newborn esophageal reflux,235595009,Gastroesophageal reflux disease (disorder)
962,K81.0,Acute cholecystitis,65275009,Acute cholecystitis (disorder)
963,K80.63,Calculus of gallbladder and bile duct with acute cholecystitis with obstruction,65275009,Acute cholecystitis (disorder)
964,K80.62,Calculus of gallbladder and bile duct with acute cholecystitis without obstruction,65275009,Acute cholecystitis (disorder)
965,K91.86,Retained cholelithiasis following cholecystectomy,235919008,Gallbladder calculus (disorder)
966,K80.81,Other cholelithiasis with obstruction,235919008,Gallbladder calculus (disorder)
967,K80.2,Calculus of gallbladder without cholecystitis,235919008,Gallbladder calculus (disorder)
968,K80.70,Calculus of gallbladder and bile duct without cholecystitis without obstruction,235919008,Gallbladder calculus (disorder)
969,K80.20,Calculus of gallbladder without cholecystitis without obstruction,235919008,Gallbladder calculus (disorder)
970,D72.829,"Elevated white blood cell count, unspecified",386661006,Fever (finding)
971,P81.9,"Disturbance of temperature regulation of newborn, unspecified",386661006,Fever (finding)
972,M04.1,Periodic fever syndromes,386661006,Fever (finding)
973,R50.9,"Fever, unspecified",386661006,Fever (finding)
974,R50.81,Fever presenting with conditions classified elsewhere,386661006,Fever (finding)
975,R50.8,Other specified fever,386661006,Fever (finding)
976,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,386661006,Fever (finding)
977,R50.2,Drug induced fever,386661006,Fever (finding)
977,T49.0,"Poisoning by, adverse effect of and underdosing of local antifungal, anti-infective and anti-inflammatory drugs",386661006,Fever (finding)
978,R10.9,Unspecified abdominal pain,386661006,Fever (finding)
978,G89.18,Other acute postprocedural pain,386661006,Fever (finding)
978,R50.82,Postprocedural fever,386661006,Fever (finding)
979,G11.4,Hereditary spastic paraplegia,221360009,Spasticity (finding)
980,M62.40,"Contracture of muscle, unspecified site",221360009,Spasticity (finding)
981,R25.2,Cramp and spasm,221360009,Spasticity (finding)
982,M62.838,Other muscle spasm,221360009,Spasticity (finding)
983,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",221360009,Spasticity (finding)
983,G81.12,Spastic hemiplegia affecting left dominant side,221360009,Spasticity (finding)
984,G81.14,Spastic hemiplegia affecting left nondominant side,221360009,Spasticity (finding)
984,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",221360009,Spasticity (finding)
985,G81.13,Spastic hemiplegia affecting right nondominant side,221360009,Spasticity (finding)
985,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",221360009,Spasticity (finding)
986,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",221360009,Spasticity (finding)
986,G81.11,Spastic hemiplegia affecting right dominant side,221360009,Spasticity (finding)
987,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",221360009,Spasticity (finding)
987,G81.14,Spastic hemiplegia affecting left nondominant side,221360009,Spasticity (finding)
988,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",221360009,Spasticity (finding)
988,G81.12,Spastic hemiplegia affecting left dominant side,221360009,Spasticity (finding)
989,G81.11,Spastic hemiplegia affecting right dominant side,221360009,Spasticity (finding)
989,I67.89,Other cerebrovascular disease,221360009,Spasticity (finding)
990,G81.14,Spastic hemiplegia affecting left nondominant side,221360009,Spasticity (finding)
990,I67.89,Other cerebrovascular disease,221360009,Spasticity (finding)
991,I67.89,Other cerebrovascular disease,221360009,Spasticity (finding)
991,G81.12,Spastic hemiplegia affecting left dominant side,221360009,Spasticity (finding)
992,G81.11,Spastic hemiplegia affecting right dominant side,221360009,Spasticity (finding)
992,I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",221360009,Spasticity (finding)
993,I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",221360009,Spasticity (finding)
993,G81.13,Spastic hemiplegia affecting right nondominant side,221360009,Spasticity (finding)
994,G81.13,Spastic hemiplegia affecting right nondominant side,221360009,Spasticity (finding)
994,I67.89,Other cerebrovascular disease,221360009,Spasticity (finding)
995,D01.0,Carcinoma in situ of colon,93761005,Primary malignant neoplasm of colon (disorder)
996,C49.A4,Gastrointestinal stromal tumor of large intestine,93761005,Primary malignant neoplasm of colon (disorder)
997,C18.9,"Malignant neoplasm of colon, unspecified",93761005,Primary malignant neoplasm of colon (disorder)
998,C18.8,Malignant neoplasm of overlapping sites of colon,93761005,Primary malignant neoplasm of colon (disorder)
998,C77.2,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,93761005,Primary malignant neoplasm of colon (disorder)
999,J98.01,Acute bronchospasm,49727002,Cough (finding)
1000,J06.9,"Acute upper respiratory infection, unspecified",49727002,Cough (finding)
1001,R05,Cough,49727002,Cough (finding)
1002,B08.8,Other specified viral infections characterized by skin and mucous membrane lesions,195662009,Acute viral pharyngitis (disorder)
1003,B08.5,Enteroviral vesicular pharyngitis,195662009,Acute viral pharyngitis (disorder)
1004,J02.9,"Acute pharyngitis, unspecified",195662009,Acute viral pharyngitis (disorder)
1005,M79.7,Fibromyalgia,95417003,Primary fibromyalgia syndrome (disorder)
1006,S63.591,Other specified sprain of right wrist,70704007,Sprain of wrist (disorder)
1007,S63.502,Unspecified sprain of left wrist,70704007,Sprain of wrist (disorder)
1008,S63.501,Unspecified sprain of right wrist,70704007,Sprain of wrist (disorder)
1009,S69.91,"Unspecified injury of right wrist, hand and finger(s)",70704007,Sprain of wrist (disorder)
1010,S63.509,Unspecified sprain of unspecified wrist,70704007,Sprain of wrist (disorder)
1011,S69.92,"Unspecified injury of left wrist, hand and finger(s)",70704007,Sprain of wrist (disorder)
1012,S63.592,Other specified sprain of left wrist,70704007,Sprain of wrist (disorder)
1013,S63.599,Other specified sprain of unspecified wrist,70704007,Sprain of wrist (disorder)
1014,S69.90,"Unspecified injury of unspecified wrist, hand and finger(s)",70704007,Sprain of wrist (disorder)
1015,I82.429,Acute embolism and thrombosis of unspecified iliac vein,132281000119108,Acute deep venous thrombosis (disorder)
1016,I82.403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
1017,I82.C13,"Acute embolism and thrombosis of internal jugular vein, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
1018,I82.90,Acute embolism and thrombosis of unspecified vein,132281000119108,Acute deep venous thrombosis (disorder)
1019,I82.B13,"Acute embolism and thrombosis of subclavian vein, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
1020,I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
1021,I82.B19,Acute embolism and thrombosis of unspecified subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
1022,I82.B11,Acute embolism and thrombosis of right subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
1023,I82.B12,Acute embolism and thrombosis of left subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
1024,I82.C11,Acute embolism and thrombosis of right internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
1025,I82.C12,Acute embolism and thrombosis of left internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
1026,I82.C19,Acute embolism and thrombosis of unspecified internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
1027,I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
1028,I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
1029,S13.4,Sprain of ligaments of cervical spine,39848009,Whiplash injury to neck (disorder)
1030,I26.90,Septic pulmonary embolism without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1031,I26.99,Other pulmonary embolism without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1032,I26.09,Other pulmonary embolism with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1033,I26.92,Saddle embolus of pulmonary artery without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1034,I26.02,Saddle embolus of pulmonary artery with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1035,I26.01,Septic pulmonary embolism with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
1036,G43.719,"Chronic migraine without aura, intractable, without status migrainosus",124171000119105,Chronic intractable migraine without aura (disorder)
1037,G43.709,"Chronic migraine without aura, not intractable, without status migrainosus",124171000119105,Chronic intractable migraine without aura (disorder)
1038,G43.71,"Chronic migraine without aura, intractable",124171000119105,Chronic intractable migraine without aura (disorder)
1039,K36,Other appendicitis,74400008,Appendicitis (disorder)
1040,K35.891,"Other acute appendicitis without perforation, with gangrene",74400008,Appendicitis (disorder)
1041,K35.33,"Acute appendicitis with perforation and localized peritonitis, with abscess",74400008,Appendicitis (disorder)
1042,K37,Unspecified appendicitis,74400008,Appendicitis (disorder)
1043,A42.1,Abdominal actinomycosis,74400008,Appendicitis (disorder)
1044,Z90.49,Acquired absence of other specified parts of digestive tract,428251008,History of appendectomy (situation)
1045,Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,428251008,History of appendectomy (situation)
1046,K01.1,Impacted teeth,196416002,Impacted molars (disorder)
1047,O03.86,Cardiac arrest following complete or unspecified spontaneous abortion,410429000,Cardiac arrest (disorder)
1048,I97.121,Postprocedural cardiac arrest following other surgery,410429000,Cardiac arrest (disorder)
1049,I97.120,Postprocedural cardiac arrest following cardiac surgery,410429000,Cardiac arrest (disorder)
1050,I97.711,Intraoperative cardiac arrest during other surgery,410429000,Cardiac arrest (disorder)
1051,I46,Cardiac arrest,410429000,Cardiac arrest (disorder)
1052,O08.81,Cardiac arrest following an ectopic and molar pregnancy,410429000,Cardiac arrest (disorder)
1053,O29.119,"Cardiac arrest due to anesthesia during pregnancy, unspecified trimester",410429000,Cardiac arrest (disorder)
1054,O07.36,Cardiac arrest following failed attempted termination of pregnancy,410429000,Cardiac arrest (disorder)
1055,K62.5,Hemorrhage of anus and rectum,6072007,Bleeding from anus (disorder)
1056,Z86.74,Personal history of sudden cardiac arrest,429007001,History of cardiac arrest (situation)
1057,M96.632,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm",65966004,Fracture of forearm (disorder)
1058,M96.639,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm",65966004,Fracture of forearm (disorder)
1059,M96.631,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm",65966004,Fracture of forearm (disorder)
1060,M96.63,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate",65966004,Fracture of forearm (disorder)
1061,S52,Fracture of forearm,65966004,Fracture of forearm (disorder)
1062,R19.7,"Diarrhea, unspecified",236077008,Protracted diarrhea (finding)
1063,A50.49,Other late congenital neurosyphilis,128188000,Cerebral palsy (disorder)
1064,G80,Cerebral palsy,128188000,Cerebral palsy (disorder)
1065,Z82.0,Family history of epilepsy and other diseases of the nervous system,128188000,Cerebral palsy (disorder)
1066,G40.919,"Epilepsy, unspecified, intractable, without status epilepticus",128613002,Seizure disorder (disorder)
1067,G40.309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",128613002,Seizure disorder (disorder)
1068,G40.89,Other seizures,128613002,Seizure disorder (disorder)
1069,R56.9,Unspecified convulsions,128613002,Seizure disorder (disorder)
1070,Z91.89,"Other specified personal risk factors, not elsewhere classified",128613002,Seizure disorder (disorder)
1071,P90,Convulsions of newborn,128613002,Seizure disorder (disorder)
1072,G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus",128613002,Seizure disorder (disorder)
1073,H18.609,"Keratoconus, unspecified, unspecified eye",128613002,Seizure disorder (disorder)
1073,F79,Unspecified intellectual disabilities,128613002,Seizure disorder (disorder)
1073,R56.00,Simple febrile convulsions,128613002,Seizure disorder (disorder)
1073,I45.5,Other specified heart block,128613002,Seizure disorder (disorder)
1074,X78.9,Intentional self-harm by unspecified sharp object,287185009,Attempted suicide - cut/stab (event)
1075,A41.01,Sepsis due to Methicillin susceptible Staphylococcus aureus,448417001,Sepsis caused by Staphylococcus aureus (disorder)
1076,A41.0,Sepsis due to Staphylococcus aureus,448417001,Sepsis caused by Staphylococcus aureus (disorder)
1077,M35.81,Multisystem inflammatory syndrome,840539006,Disease caused by Severe acute respiratory syndrome coronavirus 2 (disorder)
1078,U07.1,COVID-19,840539006,Disease caused by Severe acute respiratory syndrome coronavirus 2 (disorder)
1079,D89.839,"Cytokine release syndrome, grade unspecified",840539006,Disease caused by Severe acute respiratory syndrome coronavirus 2 (disorder)
